用户		电影		预测rating		实际rating
43213		48		3.0		4.5 
43213		1617		4.5		4.5 
43213		1029		4.5		4.5 
43213		6934		4.5		4.0 
43213		2297		4.5		5.0 
43213		5809		2.5		4.5 
43213		1090		4.5		4.0 
43213		2115		4.0		4.0 
43213		3994		4.5		4.5 
43213		5410		3.0		4.5 
43213		6979		4.5		4.5 
43213		5444		4.0		4.5 
43213		8638		5.0		5.0 
43213		4306		4.5		4.5 
43213		2571		4.5		5.0 
43213		2194		4.5		4.0 
43213		2011		4.5		5.0 
43501		2572		4.0		4.5 
43527		4774		3.5		4.0 
43527		2000		2.5		2.0 
43527		40614		2.5		1.0 
43603		3819		4.0		4.5 
43603		4975		4.0		3.0 
43603		4183		3.5		4.5 
43603		4901		5.0		4.5 
43603		5083		4.0		5.0 
43603		4089		4.0		4.0 
43603		1194		5.0		5.0 
43603		4834		4.0		3.5 
43603		4718		4.5		4.5 
43603		3984		4.5		4.0 
43603		456		3.5		5.0 
43603		838		4.5		4.5 
43699		7318		2.0		4.0 
43699		1263		4.0		4.5 
43699		539		3.5		3.5 
43699		2028		5.0		5.0 
43699		8459		4.5		4.0 
43699		4370		4.0		3.0 
43699		33672		4.5		4.0 
43699		59795		4.0		3.5 
43699		1962		4.5		4.0 
43699		41569		3.5		2.0 
43699		1266		4.0		3.5 
43699		26386		4.0		3.0 
43699		364		5.0		5.0 
43699		6936		3.0		3.5 
43699		441		4.0		2.0 
43699		356		4.5		4.0 
43699		1097		4.5		4.0 
43699		1193		4.5		5.0 
43699		3147		4.5		4.0 
43699		1090		4.5		4.0 
43699		50872		4.5		4.5 
43699		1958		4.5		4.0 
43699		1954		4.5		4.5 
43699		1103		3.5		5.0 
43699		6768		4.0		4.0 
43699		1250		4.5		5.0 
43699		926		4.5		4.0 
43699		4973		5.0		5.0 
43699		265		3.5		4.5 
43699		1221		4.5		5.0 
43699		6807		4.0		4.5 
43699		1949		4.5		5.0 
43699		527		5.0		5.0 
43699		7102		4.0		3.0 
43699		7060		4.0		4.5 
43699		2797		4.5		4.0 
43699		7153		4.5		5.0 
43699		920		4.0		4.0 
43699		1544		5.0		3.0 
43718		1129		2.5		4.0 
43883		42013		3.5		3.5 
43883		4180		3.5		3.5 
43883		62437		3.5		4.5 
43948		2599		4.0		4.0 
43948		8784		4.5		4.5 
43948		33166		4.0		4.5 
43948		7451		3.5		4.0 
43948		50		4.5		5.0 
43994		261		3.0		3.0 
44038		34405		2.5		3.0 
44041		104		3.5		3.0 
44041		1245		4.5		5.0 
44041		3201		4.0		3.0 
44041		34150		4.0		3.5 
44041		2997		4.0		5.0 
44041		1923		4.0		5.0 
44068		101		5.0		5.0 
44068		2716		5.0		5.0 
44068		4027		5.0		5.0 
44068		3994		5.0		5.0 
44068		1961		5.0		5.0 
44068		216		4.0		5.0 
44068		223		5.0		5.0 
44068		2406		5.0		5.0 
44068		454		4.5		4.5 
44068		1196		5.0		5.0 
44068		2841		5.0		5.0 
44068		2108		5.0		5.0 
44068		671		4.0		4.5 
44068		1198		5.0		5.0 
44068		4034		5.0		5.0 
44068		318		4.5		4.5 
44068		2371		5.0		5.0 
44068		471		4.0		4.5 
44117		3783		3.5		3.5 
44129		52458		3.5		3.5 
44129		58975		3.0		1.0 
44264		27765		1.0		1.0 
44294		3105		2.5		4.0 
44485		7843		4.5		4.5 
44485		858		5.0		5.0 
44495		1196		5.0		5.0 
44495		750		4.5		5.0 
44495		1748		5.0		4.5 
44495		49272		4.5		4.5 
44567		3847		2.5		1.5 
44567		6566		2.5		1.5 
44847		7234		4.0		5.0 
44847		1201		5.0		5.0 
45049		4884		4.5		3.5 
45049		27391		4.5		4.5 
45070		35836		5.0		1.0 
45120		52281		3.5		3.5 
45129		49272		4.0		3.0 
45129		49220		4.0		2.5 
45129		50160		4.0		4.0 
45129		47629		4.0		4.5 
45129		41721		4.5		4.5 
45220		7153		3.5		3.5 
45277		6187		4.5		5.0 
45277		50		4.5		5.0 
45286		1909		4.0		4.0 
45286		51662		4.0		4.0 
45290		52245		3.5		3.5 
45290		1265		4.0		5.0 
45290		2571		4.0		5.0 
45290		540		1.5		1.5 
45290		54736		3.0		2.0 
45290		27904		3.5		2.0 
45290		1562		2.5		2.0 
45290		185		2.5		3.0 
45290		5902		4.0		4.0 
45290		6281		3.5		2.0 
45290		724		1.5		2.0 
45290		708		2.5		3.5 
45290		6365		3.5		4.5 
45290		2291		3.5		3.5 
45290		3324		3.5		3.0 
45290		46578		3.5		4.5 
45290		753		3.5		3.0 
45290		3005		3.0		2.0 
45290		5391		3.5		2.5 
45290		3704		2.0		2.0 
45290		2959		3.5		4.5 
45290		7163		3.0		3.5 
45290		1197		3.5		3.0 
45290		4995		3.5		3.5 
45290		4881		3.5		3.5 
45314		110		2.5		5.0 
45642		2958		4.5		4.5 
45656		32587		4.5		4.0 
45656		5952		5.0		5.0 
45656		1240		4.5		3.5 
45987		5421		3.0		3.0 
46033		35836		3.5		4.0 
46085		1252		5.0		5.0 
46085		39183		4.0		4.5 
46085		6954		3.5		3.0 
46085		1699		4.5		4.5 
46085		5258		4.5		5.0 
46085		7371		4.5		4.5 
46085		2076		4.5		5.0 
46085		1913		5.0		5.0 
46116		6539		4.5		4.0 
46126		368		5.0		4.5 
46126		442		3.5		4.0 
46185		33646		2.5		3.5 
46369		912		5.0		5.0 
46407		293		5.0		5.0 
46407		4225		4.5		4.5 
46449		3677		5.0		5.0 
46536		592		4.0		4.0 
46536		6511		5.0		5.0 
46586		1917		4.5		5.0 
46586		3948		5.0		5.0 
46586		7017		5.0		4.0 
46586		153		5.0		1.5 
46586		6016		4.5		4.5 
46586		4085		4.0		4.5 
46586		5459		4.0		2.0 
46603		57528		3.5		3.5 
46640		8528		2.5		3.5 
46641		56367		2.5		5.0 
46656		292		4.5		3.0 
46656		296		4.5		5.0 
46672		4023		2.5		3.0 
46695		45501		5.0		3.5 
46762		4027		3.5		4.0 
46762		40819		4.0		4.0 
46804		2683		3.5		4.0 
46804		8961		3.5		3.5 
46964		541		5.0		5.0 
46979		51080		4.0		4.0 
46985		51255		2.5		5.0 
47002		2080		4.0		3.5 
47040		6301		2.5		4.0 
47078		608		2.5		4.5 
47165		1408		2.5		5.0 
47249		500		3.5		2.5 
47249		4700		3.0		3.0 
47249		2082		3.0		3.5 
47267		6016		4.5		4.5 
47384		110		5.0		5.0 
47384		158		5.0		5.0 
47384		165		5.0		5.0 
47384		8984		4.0		3.5 
47384		170		5.0		5.0 
47384		520		5.0		5.0 
47384		344		5.0		5.0 
47384		185		4.5		5.0 
47384		1178		5.0		5.0 
47384		7325		4.0		4.0 
47384		374		5.0		5.0 
47384		671		5.0		5.0 
47384		163		5.0		5.0 
47384		10		5.0		5.0 
47384		380		5.0		4.0 
47384		329		5.0		5.0 
47384		736		5.0		5.0 
47384		1027		4.5		5.0 
47384		588		5.0		5.0 
47384		1270		5.0		5.0 
47398		1046		5.0		5.0 
47438		1587		2.0		4.0 
47438		32587		3.5		4.5 
47448		2450		3.5		3.5 
47448		1261		4.0		5.0 
47448		3740		4.0		5.0 
47448		2019		4.5		4.5 
47448		5445		3.5		3.5 
47448		1252		4.5		5.0 
47448		4553		4.0		4.5 
47448		1321		4.5		4.5 
47448		4654		3.5		3.5 
47448		27773		4.0		4.0 
47448		7438		3.5		3.5 
47448		2995		3.5		3.0 
47448		4003		3.5		3.5 
47448		2454		4.0		3.5 
47448		4370		3.0		3.0 
47448		2726		4.0		4.5 
47448		1275		2.5		3.5 
47448		3972		4.5		5.0 
47448		5428		3.5		3.0 
47448		173		2.5		2.0 
47448		1257		3.5		3.5 
47448		2264		1.5		3.5 
47448		8158		3.5		4.0 
47448		1648		3.5		4.0 
47448		5153		3.5		3.5 
47448		4438		3.5		4.5 
47448		3018		3.5		4.0 
47448		4128		3.0		4.0 
47448		5026		2.0		2.5 
47448		2140		3.5		3.5 
47448		3328		4.0		3.5 
47448		1175		4.5		4.5 
47448		3070		3.5		3.0 
47448		5331		3.5		2.5 
47448		778		4.5		5.0 
47448		2582		3.5		4.0 
47448		44397		3.5		3.0 
47448		2459		3.5		3.5 
47448		1197		4.5		5.0 
47448		307		4.0		4.0 
47448		1527		3.5		3.5 
47448		4624		2.5		3.0 
47448		52281		4.0		4.5 
47448		1127		4.0		3.5 
47448		296		4.5		5.0 
47448		802		1.5		0.5 
47448		968		4.5		4.5 
47448		54999		2.5		3.5 
47448		2968		3.5		4.0 
47448		7360		3.5		3.5 
47448		3949		4.0		4.0 
47448		2985		3.5		4.5 
47448		593		4.5		4.0 
47448		7419		3.0		4.0 
47448		3832		3.5		4.5 
47448		1079		4.5		4.0 
47448		2692		4.0		4.5 
47448		7100		3.5		3.0 
47448		4214		4.0		4.0 
47448		260		4.0		3.5 
47448		5590		3.5		3.0 
47448		26504		3.5		3.5 
47448		2683		2.5		3.5 
47448		3471		4.0		4.0 
47448		29		3.5		5.0 
47448		1213		4.0		4.5 
47448		919		4.5		3.5 
47448		51709		3.5		3.5 
47448		5244		3.5		4.0 
47448		6744		1.5		3.5 
47448		27402		3.5		4.0 
47448		6305		4.0		4.0 
47448		4441		2.5		3.5 
47448		26915		3.5		3.5 
47448		1235		4.5		4.5 
47448		2986		3.0		2.5 
47448		2020		4.0		4.5 
47448		1214		4.0		4.0 
47448		482		2.5		5.0 
47448		7991		3.5		4.5 
47448		2916		3.5		3.5 
47448		3527		4.0		3.5 
47448		5418		3.5		3.5 
47448		4865		3.5		3.0 
47448		7123		3.5		4.0 
47448		1289		4.0		3.5 
47448		1206		4.0		5.0 
47448		2519		3.5		3.5 
47448		4105		4.0		4.0 
47448		26122		3.5		4.5 
47448		2144		4.0		4.0 
47448		2596		4.0		4.0 
47448		1345		4.5		4.0 
47448		7001		4.5		4.5 
47448		2147		3.5		3.5 
47448		2987		4.0		3.5 
47448		2762		3.5		3.5 
47448		6618		4.5		4.0 
47448		26082		3.5		3.5 
47448		31270		3.5		4.0 
47448		288		4.0		4.0 
47448		6796		5.0		4.0 
47448		4092		3.5		3.5 
47448		4963		4.0		4.5 
47448		4571		3.5		3.5 
47448		2657		3.5		3.5 
47448		3692		3.5		4.0 
47448		5630		2.5		3.0 
47448		1347		5.0		3.5 
47448		2072		3.5		3.5 
47448		7742		3.5		4.0 
47448		4979		3.5		5.0 
47448		7046		3.5		3.5 
47448		2867		3.5		3.5 
47526		3020		2.5		3.5 
47677		2427		2.5		4.5 
47711		7449		2.5		1.0 
47719		203		2.5		4.5 
47780		356		4.5		4.5 
47780		2424		4.0		4.0 
47780		508		4.0		4.5 
48006		151		3.5		3.5 
48006		54736		4.0		3.0 
48006		56171		3.5		3.5 
48128		318		5.0		5.0 
48128		150		4.5		4.5 
48128		356		5.0		5.0 
48128		1721		4.5		5.0 
48128		296		5.0		5.0 
48316		1255		2.5		3.0 
48326		5564		2.5		3.0 
48337		47610		5.0		4.5 
48337		46976		4.0		4.5 
48337		4963		4.5		4.5 
48337		4011		4.0		4.5 
48337		50		4.5		4.5 
48337		2490		4.5		4.0 
48337		6378		4.0		4.0 
48337		2959		5.0		5.0 
48395		5378		5.0		5.0 
48395		527		5.0		5.0 
48395		260		5.0		5.0 
48395		2571		5.0		5.0 
48395		7153		5.0		5.0 
48395		1372		4.5		5.0 
48395		1210		5.0		5.0 
48395		1374		5.0		5.0 
48395		5944		5.0		5.0 
48454		5693		4.5		5.0 
48454		2420		4.5		5.0 
48454		123		4.0		4.0 
48534		34336		2.5		2.0 
48674		3179		4.0		4.5 
48717		48780		4.0		4.5 
48717		180		3.5		3.5 
48717		43926		3.5		1.5 
48717		4223		3.5		4.5 
48717		8809		3.0		4.5 
48717		40959		3.5		3.5 
48717		56587		3.0		2.5 
48717		47610		4.0		5.0 
48717		3945		3.5		4.5 
48717		8360		4.0		5.0 
48717		50442		3.5		4.0 
48717		4979		3.0		3.0 
48717		5218		3.5		5.0 
48717		2795		3.5		4.5 
48717		1025		4.0		3.5 
48717		31878		4.0		5.0 
48717		2421		3.5		4.0 
48717		6721		3.5		5.0 
48717		10		4.0		5.0 
48717		3948		4.5		5.0 
48717		6863		4.0		5.0 
48717		3785		2.5		4.5 
48717		502		3.5		4.5 
48717		4701		4.5		4.5 
48717		5010		2.5		3.5 
48717		2013		3.5		1.0 
48717		7153		4.0		5.0 
48717		8859		3.5		0.5 
48717		590		4.0		0.5 
48717		52712		0.5		4.0 
48717		1036		4.5		5.0 
48717		46335		3.5		5.0 
48717		5507		3.5		5.0 
48717		42738		4.0		5.0 
48717		3072		5.0		0.5 
48717		6157		4.0		4.5 
48717		32587		4.0		5.0 
48717		1566		3.5		4.0 
48717		42728		3.5		1.5 
48717		8529		4.5		5.0 
48717		44665		4.0		5.0 
48717		33162		4.0		5.0 
48717		47644		3.5		1.0 
48717		30825		4.0		4.5 
48717		7005		3.5		0.5 
48717		6958		3.5		1.0 
48717		49278		4.0		5.0 
48717		42013		4.5		3.0 
48717		1240		3.5		4.0 
48717		3020		3.5		3.5 
48717		6957		3.5		4.5 
48717		5528		5.0		5.0 
48717		7170		3.5		4.0 
48717		1333		3.5		1.0 
48717		318		3.5		4.0 
48717		27391		3.5		2.5 
48717		4241		3.5		4.0 
48717		5502		5.0		5.0 
48717		5971		4.5		5.0 
48717		3754		3.5		1.5 
48717		6764		3.5		5.0 
48717		2000		5.0		4.0 
48717		51086		3.0		4.5 
48717		34532		3.5		0.5 
48717		7844		3.5		5.0 
48717		37741		4.0		5.0 
48717		1639		3.5		3.0 
48717		2959		4.0		5.0 
48717		8972		4.0		5.0 
48717		3114		4.0		4.5 
48717		7445		3.5		4.0 
48717		6156		2.0		5.0 
48717		4022		4.0		5.0 
48717		8983		4.0		5.0 
48717		410		3.0		2.0 
48717		1033		3.5		5.0 
48717		1954		4.5		5.0 
48717		4262		3.0		3.5 
48717		8798		4.5		5.0 
48717		6564		3.5		4.0 
48717		30883		3.5		1.5 
48717		4102		3.5		4.0 
48717		33437		3.5		5.0 
48717		5449		3.5		4.5 
48717		6485		3.5		4.0 
48717		6373		3.5		4.0 
48717		2502		4.0		5.0 
48717		5110		3.5		4.0 
48717		6539		4.5		5.0 
48717		49526		3.0		2.0 
48717		333		4.0		4.5 
48717		3082		4.0		4.5 
48717		2858		3.5		4.5 
48717		32598		4.0		2.0 
48717		2114		4.0		4.5 
48717		2078		3.5		4.5 
48717		2081		4.5		5.0 
48717		8665		3.5		4.0 
48717		1757		3.5		3.5 
48717		608		4.0		4.0 
48717		8372		3.5		3.5 
48717		223		3.5		3.0 
48717		1		4.0		5.0 
48717		3990		3.5		4.0 
48717		8253		3.0		4.0 
48717		5956		5.0		5.0 
48717		736		3.5		4.5 
48717		2353		4.0		4.5 
48717		35836		4.5		5.0 
48717		1489		3.5		1.5 
48717		1265		4.0		4.5 
48717		2471		2.0		4.0 
48717		648		3.5		5.0 
48717		1214		4.0		4.0 
48717		8815		3.5		0.5 
48717		2363		3.5		3.5 
48717		50158		3.5		3.0 
48717		33794		4.0		5.0 
48717		8810		3.5		4.5 
48717		3949		4.0		4.5 
48717		31658		4.0		5.0 
48717		8368		3.5		4.0 
48717		2082		3.5		0.5 
48717		7981		4.0		4.5 
48717		2804		5.0		5.0 
48717		1920		3.5		4.5 
48717		8528		4.5		5.0 
48717		34319		4.0		5.0 
48717		8132		3.5		2.0 
48717		40278		3.5		3.0 
48717		34321		3.5		3.0 
48717		8974		3.5		3.5 
48717		46970		5.0		4.0 
48717		7147		4.0		5.0 
48717		6365		4.0		5.0 
48717		45499		4.5		5.0 
48717		1968		4.5		5.0 
48717		3703		4.0		4.5 
48717		3398		3.5		4.0 
48717		4069		3.0		1.0 
48717		2761		4.0		4.5 
48717		551		4.5		5.0 
48717		4027		4.5		5.0 
48717		2355		4.0		5.0 
48717		356		4.0		3.5 
48717		1089		4.0		5.0 
48717		709		3.5		3.5 
48717		1136		4.0		5.0 
48717		40581		3.5		4.0 
48717		3615		3.5		3.5 
48717		3471		4.5		4.0 
48717		589		4.5		4.0 
48717		36708		3.5		4.5 
48717		4367		3.0		4.0 
48717		26776		3.5		5.0 
48717		4370		4.5		4.5 
48717		7004		2.5		0.5 
48717		7374		3.5		0.5 
48717		34162		4.0		5.0 
48717		7162		4.0		4.5 
48717		170		3.5		2.5 
48717		1307		3.5		2.0 
48717		8865		3.5		0.5 
48717		5069		4.0		5.0 
48717		8977		2.0		1.5 
48717		1367		3.5		0.5 
48717		8874		4.5		5.0 
48717		45662		3.5		3.5 
48717		541		4.5		5.0 
48717		457		3.5		4.5 
48717		34540		3.5		4.5 
48717		592		3.5		5.0 
48717		48520		4.0		4.0 
48717		597		3.5		4.0 
48717		4440		3.5		5.0 
48717		41566		3.5		3.5 
48717		43558		0.5		1.5 
48717		2083		3.5		4.0 
48717		60072		3.0		4.5 
48717		44		2.5		5.0 
48717		45666		4.0		5.0 
48717		858		4.0		4.0 
48717		34143		3.0		2.0 
48717		37729		4.5		5.0 
48717		31696		4.0		5.0 
48717		1221		4.0		4.0 
48717		39715		2.5		3.5 
48717		5872		3.5		5.0 
48717		39435		3.5		3.5 
48717		2085		4.0		5.0 
48717		3159		5.0		4.5 
48717		355		3.5		1.5 
48717		4090		3.5		5.0 
48717		4963		4.0		5.0 
48717		32029		3.5		5.0 
48717		36519		4.0		4.0 
48717		5378		3.5		5.0 
48717		5418		4.0		5.0 
48717		46322		3.5		5.0 
48717		7150		3.5		3.0 
48717		2354		2.5		3.5 
48717		43836		3.0		1.5 
48717		5444		3.5		5.0 
48717		7160		3.5		3.0 
48717		42734		3.0		0.5 
48717		7318		5.0		3.5 
48717		1258		4.0		4.0 
48717		3146		3.5		3.0 
48717		1967		4.0		5.0 
48717		8961		4.0		5.0 
48717		1562		2.0		0.5 
48717		40815		4.0		4.5 
48717		2381		3.5		1.0 
48717		31685		4.0		5.0 
48717		1693		3.5		1.0 
48717		38992		3.5		3.0 
48717		1721		3.5		4.5 
48717		44199		3.5		5.0 
48717		2423		4.0		4.5 
48717		4306		4.0		5.0 
48717		1210		4.0		5.0 
48717		48416		3.5		4.0 
48717		867		3.5		2.0 
48717		4878		3.5		2.0 
48717		36529		4.0		4.5 
48717		37720		3.5		3.5 
48717		1129		3.5		3.0 
48717		34048		3.5		5.0 
48717		1682		4.0		4.0 
48717		595		3.5		4.5 
48717		48322		3.5		5.0 
48717		153		3.5		4.5 
48743		750		5.0		4.0 
48743		1221		4.5		4.0 
48743		1196		4.5		5.0 
48743		1259		4.0		4.0 
48743		6863		4.0		3.5 
48743		7438		4.0		3.0 
48743		2762		4.5		4.0 
48743		5902		4.5		5.0 
48743		16		5.0		3.5 
48743		37741		4.5		4.0 
48743		8961		4.5		3.5 
48776		1682		2.5		5.0 
48776		34532		2.5		4.0 
48802		49651		2.5		3.5 
48856		6669		4.5		4.5 
49065		5991		4.5		4.0 
49065		2528		4.0		3.5 
49065		6807		3.5		3.5 
49065		2804		5.0		4.5 
49065		592		3.5		4.0 
49236		2683		2.0		2.0 
49265		628		3.5		5.0 
49265		41997		3.5		5.0 
49265		5952		3.0		1.0 
49265		1208		2.5		0.5 
49265		3397		3.0		4.0 
49265		4878		3.5		5.0 
49265		5618		4.0		5.0 
49265		3108		4.0		4.5 
49265		1748		3.5		5.0 
49265		4370		2.0		1.5 
49265		6350		3.5		4.5 
49265		551		3.5		5.0 
49265		4641		3.0		2.0 
49265		3271		3.0		2.0 
49265		5989		3.0		3.0 
49265		4816		2.0		1.0 
49265		8376		2.0		1.0 
49265		1377		3.0		3.0 
49265		2671		2.5		2.0 
49265		1380		2.0		2.0 
49265		3448		3.0		3.0 
49265		31658		3.5		4.0 
49265		5459		2.0		2.0 
49265		5266		2.5		3.0 
49265		3545		3.0		5.0 
49265		1288		3.0		3.0 
49265		3175		3.5		3.0 
49265		5		4.0		0.5 
49265		2424		2.5		1.0 
49265		1199		3.5		4.0 
49265		4270		1.5		1.5 
49265		1302		2.5		1.0 
49265		2294		4.0		3.0 
49265		2161		2.5		2.5 
49334		55820		2.5		3.0 
49383		41566		2.5		2.0 
49527		8578		4.0		4.0 
49696		53318		3.5		3.0 
49913		541		4.5		5.0 
49913		316		4.5		3.5 
49913		52722		3.5		3.5 
49913		500		4.5		4.0 
49913		750		5.0		5.0 
49913		589		4.5		4.5 
49913		1374		5.0		4.5 
49913		8644		4.0		3.5 
49913		920		5.0		5.0 
49913		33166		4.0		4.0 
49913		35836		4.5		3.0 
49996		5014		2.5		4.5 
50160		41997		4.5		3.5 
50160		555		5.0		4.5 
50383		8459		2.5		5.0 
50510		10		2.5		1.0 
50604		1961		4.5		4.5 
50607		7438		2.5		4.5 
50733		2312		4.5		4.0 
50733		59258		4.5		5.0 
50733		4389		4.0		4.0 
50733		866		4.0		5.0 
50733		33649		4.5		5.0 
50733		51094		4.5		5.0 
50783		1136		2.0		5.0 
50783		2657		2.5		2.0 
50783		43679		1.5		3.0 
50818		1207		5.0		5.0 
50846		60943		4.0		3.5 
50846		8950		4.5		4.5 
50846		608		4.5		4.5 
50846		57464		4.0		4.0 
50846		47200		3.5		3.5 
50846		27592		3.5		3.5 
50846		63082		5.0		4.5 
50846		64614		4.0		4.0 
50846		57274		4.0		3.5 
50846		47		5.0		4.5 
50846		4226		4.5		5.0 
50846		64993		4.0		3.0 
50846		593		5.0		4.5 
50847		2542		5.0		5.0 
50847		4011		5.0		5.0 
50970		31437		4.0		4.0 
50970		4334		4.0		4.0 
50970		50601		3.0		3.0 
50970		48600		3.5		3.0 
50970		49649		3.0		2.5 
50970		5378		3.0		5.0 
50970		48982		4.0		4.0 
50970		1809		3.5		3.0 
50970		33162		4.0		3.5 
50970		3386		4.0		4.0 
50970		2046		3.5		3.5 
50970		7980		4.0		4.0 
50970		6787		3.5		4.0 
50970		45442		3.5		2.0 
50970		7771		3.5		3.5 
50970		40583		3.0		3.5 
50970		4994		3.0		3.0 
50970		6918		2.5		2.5 
50970		26172		2.5		2.5 
50970		5618		4.5		5.0 
50970		2731		3.0		3.0 
50970		318		4.0		4.5 
50970		3289		3.5		3.5 
50970		48780		3.0		3.5 
50970		2394		3.5		3.5 
50970		27912		3.0		3.0 
50970		5952		4.5		4.5 
50970		45668		4.0		4.0 
50970		6790		3.5		4.0 
50970		2427		4.5		4.0 
50970		2672		3.0		2.5 
50970		47610		3.5		3.0 
50970		34536		4.0		3.0 
50970		4857		4.0		5.0 
50970		1225		4.0		4.0 
50970		5890		3.5		3.0 
50970		47099		3.0		3.5 
50970		1178		4.5		4.0 
50970		5971		4.5		5.0 
50970		668		3.0		3.5 
50970		5464		3.5		3.0 
50970		3503		3.0		3.0 
50992		46723		4.5		2.5 
50992		55820		4.5		4.5 
50992		52281		4.5		4.0 
50992		3993		3.0		3.5 
50992		41569		4.5		3.5 
50992		47200		4.0		3.0 
50992		48385		4.5		5.0 
50992		47044		3.5		2.0 
50992		31427		1.5		3.0 
51033		5115		4.5		3.5 
51033		1272		4.5		5.0 
51033		6457		4.5		4.0 
51033		302		4.5		5.0 
51033		8662		4.5		3.5 
51033		1204		3.5		4.0 
51033		2859		4.5		5.0 
51033		6598		4.5		4.0 
51033		1721		4.5		4.0 
51033		2573		4.5		3.5 
51033		8585		4.0		3.5 
51033		3545		5.0		5.0 
51033		40629		4.5		3.5 
51033		5652		4.5		5.0 
51033		5985		4.5		5.0 
51033		3062		4.5		4.0 
51033		7153		4.0		4.0 
51033		5152		4.0		3.5 
51033		17		4.5		5.0 
51033		86		4.0		4.0 
51033		3172		4.5		4.5 
51033		914		4.5		5.0 
51033		3361		5.0		5.0 
51033		42018		4.5		3.5 
51033		1566		5.0		5.0 
51033		1242		4.5		5.0 
51033		965		3.5		5.0 
51033		51834		4.5		5.0 
51033		26294		4.5		4.0 
51033		1276		5.0		5.0 
51033		8937		5.0		4.0 
51033		351		4.5		5.0 
51033		4721		4.5		3.0 
51033		902		4.5		5.0 
51033		7787		4.5		5.0 
51033		49		4.5		4.5 
51033		3681		4.5		3.5 
51033		951		5.0		5.0 
51033		6218		5.0		5.0 
51033		7814		3.5		3.0 
51033		37733		4.5		3.5 
51033		30749		4.5		5.0 
51033		1008		4.5		3.0 
51033		4826		4.5		5.0 
51086		48082		3.0		4.5 
51086		224		3.0		3.5 
51086		63113		4.0		4.0 
51086		61323		3.5		4.0 
51191		2640		3.0		2.5 
51191		597		3.0		3.0 
51198		56003		4.0		2.5 
51198		1732		4.5		5.0 
51198		56782		3.5		4.0 
51198		55814		3.5		3.5 
51198		6807		4.0		5.0 
51198		55444		4.5		4.5 
51198		55820		4.5		4.5 
51198		1298		4.0		5.0 
51230		3831		5.0		5.0 
51232		46578		4.5		4.5 
51284		51575		4.5		4.0 
51284		51540		3.0		3.0 
51284		41285		4.0		4.0 
51361		2648		4.0		3.5 
51494		7022		4.5		5.0 
51603		33493		4.0		3.5 
51603		44191		4.0		4.5 
51603		260		3.5		3.0 
51603		1196		3.5		4.5 
51603		2640		4.0		4.0 
51603		30793		3.0		3.0 
51603		49286		3.5		4.0 
51603		2959		4.0		4.0 
51603		4848		2.5		1.5 
51603		1302		3.5		3.5 
51603		6502		2.5		2.5 
51603		27904		3.0		1.5 
51603		4720		4.0		4.0 
51603		5952		2.5		2.5 
51603		47629		3.5		3.5 
51603		1748		4.0		3.5 
51603		48394		3.0		2.5 
51603		8360		4.0		4.5 
51603		1200		3.5		4.5 
51603		27660		4.0		4.0 
51603		2641		4.0		4.5 
51603		38798		3.5		4.5 
51603		33794		3.5		4.5 
51603		8984		3.0		3.0 
51603		4226		4.0		5.0 
51603		4874		4.0		4.0 
51603		1258		2.5		1.5 
51603		743		4.5		3.5 
51673		4082		4.0		3.0 
51673		5986		4.0		4.0 
51707		4448		3.0		3.5 
51832		8949		5.0		5.0 
51901		49396		3.0		3.0 
51954		1276		5.0		3.0 
51954		37477		4.0		2.5 
51954		457		4.0		3.5 
51954		736		2.5		2.0 
51954		318		3.5		3.0 
51954		356		4.0		4.5 
51954		5673		5.0		5.0 
51954		5299		3.0		3.0 
51954		1274		4.5		5.0 
51954		480		3.5		4.0 
51954		592		3.5		3.5 
51954		364		3.5		1.5 
51954		6947		4.5		5.0 
51954		7361		4.5		5.0 
51954		35836		3.5		4.0 
51954		1265		5.0		5.0 
51954		4105		4.5		5.0 
51954		33794		4.5		5.0 
51954		110		3.5		4.0 
51954		150		3.5		3.5 
51954		2000		3.5		4.0 
51954		5027		4.0		3.0 
51954		780		2.5		3.0 
51954		6014		4.0		3.0 
51954		1215		4.5		5.0 
51954		1918		4.0		3.5 
51954		912		4.0		4.0 
51954		2421		3.5		2.5 
51954		947		4.0		5.0 
51954		2841		4.0		4.0 
51954		7834		4.0		5.0 
51954		3307		4.0		5.0 
51954		1245		4.5		5.0 
51972		5489		2.0		4.0 
52021		231		5.0		5.0 
52136		4034		2.5		4.5 
52305		3791		5.0		4.5 
52305		53894		3.5		4.0 
52305		50068		5.0		4.0 
52305		912		4.0		4.0 
52365		3300		4.0		3.5 
52427		6377		3.0		3.0 
52427		2640		3.0		1.0 
52510		1208		4.5		5.0 
52510		6078		4.5		3.5 
52510		4572		1.0		4.5 
52510		26285		3.5		4.5 
52707		26776		4.5		4.5 
52707		1196		5.0		5.0 
52707		31658		4.5		4.5 
52707		1097		4.0		4.5 
52707		5816		4.5		4.0 
52707		4896		4.5		4.0 
52707		7099		5.0		5.0 
52707		2021		4.0		3.5 
52707		26662		5.0		5.0 
52707		5378		5.0		5.0 
52707		1		4.5		4.0 
52707		5971		5.0		5.0 
52707		3000		5.0		5.0 
52707		5618		5.0		5.0 
52707		2162		4.0		3.5 
52707		260		5.0		5.0 
52707		4993		4.5		4.5 
52707		6333		4.5		4.5 
52707		2054		3.5		3.5 
52707		6350		5.0		5.0 
52707		8253		4.5		5.0 
